region,technology,city,state,value,match_method,distance_km
p34,Biopower_Dedicated,Denver,Colorado,0.98,nearest_same_state,193.06
p34,Nuclear_Nuclear,Denver,Colorado,0.98,nearest_same_state,193.06
p34,Nuclear_Nuclear - Large,Denver,Colorado,0.98,nearest_same_state,193.06
p34,Nuclear_SMR,Denver,Colorado,0.98,nearest_same_state,193.06
p34,Nuclear_Nuclear - Small,Denver,Colorado,0.98,nearest_same_state,193.06
p34,Geothermal,Denver,Colorado,,nearest_same_state,193.06
p34,Hydropower,Denver,Colorado,0.98,nearest_same_state,193.06
p34,Pumped Storage Hydropower,Denver,Colorado,0.98,nearest_same_state,193.06
p34,LandBasedWind,Denver,Colorado,0.98,nearest_same_state,193.06
p34,Onshore Wind Repowering/Retrofit,Denver,Colorado,0.98,nearest_same_state,193.06
p34,OffshoreWind,Denver,Colorado,,nearest_same_state,193.06
p34,UtilityPV,Denver,Colorado,0.99,nearest_same_state,193.06
p34,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Denver,Colorado,0.99,nearest_same_state,193.06
p34,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Denver,Colorado,0.99,nearest_same_state,193.06
p34,Battery_,Denver,Colorado,0.99,nearest_same_state,193.06
p34,Utility-Scale Battery Storage,Denver,Colorado,0.99,nearest_same_state,193.06
p35,Coal_new,Bismarck,North Dakota,1.04,nearest_same_state,306.46
p35,Coal_95%-CCS,Bismarck,North Dakota,1.04,nearest_same_state,306.46
p35,Coal_99%-CCS,Bismarck,North Dakota,1.04,nearest_same_state,306.46
p35,Coal_Retrofits_95%-CCS,Bismarck,North Dakota,1.04,nearest_same_state,306.46
p35,Coal_Retrofits_90%-CCS,Bismarck,North Dakota,1.04,nearest_same_state,306.46
p35,Combustion Turbine - Simple Cycle (Aeroderivative),Bismarck,North Dakota,1.01,nearest_same_state,306.46
p35,NaturalGas_Combustion Turbine,Bismarck,North Dakota,1.02,nearest_same_state,306.46
p35,NaturalGas_F-Frame CT,Bismarck,North Dakota,1.02,nearest_same_state,306.46
p35,NaturalGas_Combined Cycle 2-on-1,Bismarck,North Dakota,1.02,nearest_same_state,306.46
p35,NaturalGas_F-Frame CC,Bismarck,North Dakota,1.02,nearest_same_state,306.46
p35,NaturalGas_H-Frame CC,Bismarck,North Dakota,1.02,nearest_same_state,306.46
p35,NaturalGas_Combined Cycle 1-on-1,Bismarck,North Dakota,1.02,nearest_same_state,306.46
p35,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_F-Frame CC 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_H-Frame CC 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_F-Frame CC 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,NaturalGas_H-Frame CC 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,Biopower_Dedicated,Bismarck,North Dakota,1.03,nearest_same_state,306.46
p35,Nuclear_Nuclear,Bismarck,North Dakota,0.99,nearest_same_state,306.46
p35,Nuclear_Nuclear - Large,Bismarck,North Dakota,0.99,nearest_same_state,306.46
p35,Nuclear_SMR,Bismarck,North Dakota,1.01,nearest_same_state,306.46
p35,Nuclear_Nuclear - Small,Bismarck,North Dakota,1.01,nearest_same_state,306.46
p35,Geothermal,Bismarck,North Dakota,,nearest_same_state,306.46
p35,Hydropower,Bismarck,North Dakota,,nearest_same_state,306.46
p35,Pumped Storage Hydropower,Bismarck,North Dakota,,nearest_same_state,306.46
p35,LandBasedWind,Bismarck,North Dakota,1.0,nearest_same_state,306.46
p35,Onshore Wind Repowering/Retrofit,Bismarck,North Dakota,0.99,nearest_same_state,306.46
p35,OffshoreWind,Bismarck,North Dakota,,nearest_same_state,306.46
p35,UtilityPV,Bismarck,North Dakota,1.01,nearest_same_state,306.46
p35,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Bismarck,North Dakota,1.01,nearest_same_state,306.46
p35,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Bismarck,North Dakota,1.01,nearest_same_state,306.46
p35,Battery_,Bismarck,North Dakota,0.99,nearest_same_state,306.46
p35,Utility-Scale Battery Storage,Bismarck,North Dakota,0.99,nearest_same_state,306.46
p36,Coal_new,Bismarck,North Dakota,1.04,within,0.0
p36,Coal_95%-CCS,Bismarck,North Dakota,1.04,within,0.0
p36,Coal_99%-CCS,Bismarck,North Dakota,1.04,within,0.0
p36,Coal_Retrofits_95%-CCS,Bismarck,North Dakota,1.04,within,0.0
p36,Coal_Retrofits_90%-CCS,Bismarck,North Dakota,1.04,within,0.0
p36,Combustion Turbine - Simple Cycle (Aeroderivative),Bismarck,North Dakota,1.01,within,0.0
p36,NaturalGas_Combustion Turbine,Bismarck,North Dakota,1.02,within,0.0
p36,NaturalGas_F-Frame CT,Bismarck,North Dakota,1.02,within,0.0
p36,NaturalGas_Combined Cycle 2-on-1,Bismarck,North Dakota,1.02,within,0.0
p36,NaturalGas_F-Frame CC,Bismarck,North Dakota,1.02,within,0.0
p36,NaturalGas_H-Frame CC,Bismarck,North Dakota,1.02,within,0.0
p36,NaturalGas_Combined Cycle 1-on-1,Bismarck,North Dakota,1.02,within,0.0
p36,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_F-Frame CC 95% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_H-Frame CC 95% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_F-Frame CC 97% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,NaturalGas_H-Frame CC 97% CCS,Bismarck,North Dakota,1.03,within,0.0
p36,Biopower_Dedicated,Bismarck,North Dakota,1.03,within,0.0
p36,Nuclear_Nuclear,Bismarck,North Dakota,0.99,within,0.0
p36,Nuclear_Nuclear - Large,Bismarck,North Dakota,0.99,within,0.0
p36,Nuclear_SMR,Bismarck,North Dakota,1.01,within,0.0
p36,Nuclear_Nuclear - Small,Bismarck,North Dakota,1.01,within,0.0
p36,Geothermal,Bismarck,North Dakota,,within,0.0
p36,Hydropower,Bismarck,North Dakota,,within,0.0
p36,Pumped Storage Hydropower,Bismarck,North Dakota,,within,0.0
p36,LandBasedWind,Bismarck,North Dakota,1.0,within,0.0
p36,Onshore Wind Repowering/Retrofit,Bismarck,North Dakota,0.99,within,0.0
p36,OffshoreWind,Bismarck,North Dakota,,within,0.0
p36,UtilityPV,Bismarck,North Dakota,1.01,within,0.0
p36,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Bismarck,North Dakota,1.01,within,0.0
p36,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Bismarck,North Dakota,1.01,within,0.0
p36,Battery_,Bismarck,North Dakota,0.99,within,0.0
p36,Utility-Scale Battery Storage,Bismarck,North Dakota,0.99,within,0.0
p37,Coal_new,Bismarck,North Dakota,1.04,nearest_same_state,162.85
p37,Coal_95%-CCS,Bismarck,North Dakota,1.04,nearest_same_state,162.85
p37,Coal_99%-CCS,Bismarck,North Dakota,1.04,nearest_same_state,162.85
p37,Coal_Retrofits_95%-CCS,Bismarck,North Dakota,1.04,nearest_same_state,162.85
p37,Coal_Retrofits_90%-CCS,Bismarck,North Dakota,1.04,nearest_same_state,162.85
p37,Combustion Turbine - Simple Cycle (Aeroderivative),Bismarck,North Dakota,1.01,nearest_same_state,162.85
p37,NaturalGas_Combustion Turbine,Bismarck,North Dakota,1.02,nearest_same_state,162.85
p37,NaturalGas_F-Frame CT,Bismarck,North Dakota,1.02,nearest_same_state,162.85
p37,NaturalGas_Combined Cycle 2-on-1,Bismarck,North Dakota,1.02,nearest_same_state,162.85
p37,NaturalGas_F-Frame CC,Bismarck,North Dakota,1.02,nearest_same_state,162.85
p37,NaturalGas_H-Frame CC,Bismarck,North Dakota,1.02,nearest_same_state,162.85
p37,NaturalGas_Combined Cycle 1-on-1,Bismarck,North Dakota,1.02,nearest_same_state,162.85
p37,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_F-Frame CC 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_H-Frame CC 95% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_F-Frame CC 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,NaturalGas_H-Frame CC 97% CCS,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,Biopower_Dedicated,Bismarck,North Dakota,1.03,nearest_same_state,162.85
p37,Nuclear_Nuclear,Bismarck,North Dakota,0.99,nearest_same_state,162.85
p37,Nuclear_Nuclear - Large,Bismarck,North Dakota,0.99,nearest_same_state,162.85
p37,Nuclear_SMR,Bismarck,North Dakota,1.01,nearest_same_state,162.85
p37,Nuclear_Nuclear - Small,Bismarck,North Dakota,1.01,nearest_same_state,162.85
p37,Geothermal,Bismarck,North Dakota,,nearest_same_state,162.85
p37,Hydropower,Bismarck,North Dakota,,nearest_same_state,162.85
p37,Pumped Storage Hydropower,Bismarck,North Dakota,,nearest_same_state,162.85
p37,LandBasedWind,Bismarck,North Dakota,1.0,nearest_same_state,162.85
p37,Onshore Wind Repowering/Retrofit,Bismarck,North Dakota,0.99,nearest_same_state,162.85
p37,OffshoreWind,Bismarck,North Dakota,,nearest_same_state,162.85
p37,UtilityPV,Bismarck,North Dakota,1.01,nearest_same_state,162.85
p37,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Bismarck,North Dakota,1.01,nearest_same_state,162.85
p37,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Bismarck,North Dakota,1.01,nearest_same_state,162.85
p37,Battery_,Bismarck,North Dakota,0.99,nearest_same_state,162.85
p37,Utility-Scale Battery Storage,Bismarck,North Dakota,0.99,nearest_same_state,162.85
p38,Coal_new,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,Coal_95%-CCS,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Coal_99%-CCS,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Coal_Retrofits_95%-CCS,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Coal_Retrofits_90%-CCS,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Combustion Turbine - Simple Cycle (Aeroderivative),Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,NaturalGas_Combustion Turbine,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,NaturalGas_F-Frame CT,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,NaturalGas_Combined Cycle 2-on-1,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,NaturalGas_F-Frame CC,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,NaturalGas_H-Frame CC,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,NaturalGas_Combined Cycle 1-on-1,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_F-Frame CC 95% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_H-Frame CC 95% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_F-Frame CC 97% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,NaturalGas_H-Frame CC 97% CCS,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,Biopower_Dedicated,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Nuclear_Nuclear,Rapid City,South Dakota,0.97,nearest_same_state,261.12
p38,Nuclear_Nuclear - Large,Rapid City,South Dakota,0.97,nearest_same_state,261.12
p38,Nuclear_SMR,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Nuclear_Nuclear - Small,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Geothermal,Rapid City,South Dakota,,nearest_same_state,261.12
p38,Hydropower,Rapid City,South Dakota,0.98,nearest_same_state,261.12
p38,Pumped Storage Hydropower,Rapid City,South Dakota,0.98,nearest_same_state,261.12
p38,LandBasedWind,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Onshore Wind Repowering/Retrofit,Rapid City,South Dakota,0.98,nearest_same_state,261.12
p38,OffshoreWind,Rapid City,South Dakota,,nearest_same_state,261.12
p38,UtilityPV,Rapid City,South Dakota,1.0,nearest_same_state,261.12
p38,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Rapid City,South Dakota,0.99,nearest_same_state,261.12
p38,Battery_,Rapid City,South Dakota,0.98,nearest_same_state,261.12
p38,Utility-Scale Battery Storage,Rapid City,South Dakota,0.98,nearest_same_state,261.12
p39,Coal_new,Cheyenne,Wyoming,1.0,nearest_same_state,182.31
p39,Coal_95%-CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Coal_99%-CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Coal_Retrofits_95%-CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Coal_Retrofits_90%-CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Combustion Turbine - Simple Cycle (Aeroderivative),Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combustion Turbine,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_F-Frame CT,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combined Cycle 2-on-1,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_F-Frame CC,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_H-Frame CC,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combined Cycle 1-on-1,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_F-Frame CC 95% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_H-Frame CC 95% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_F-Frame CC 97% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,NaturalGas_H-Frame CC 97% CCS,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Biopower_Dedicated,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Nuclear_Nuclear,Cheyenne,Wyoming,0.98,nearest_same_state,182.31
p39,Nuclear_Nuclear - Large,Cheyenne,Wyoming,0.98,nearest_same_state,182.31
p39,Nuclear_SMR,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Nuclear_Nuclear - Small,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Geothermal,Cheyenne,Wyoming,,nearest_same_state,182.31
p39,Hydropower,Cheyenne,Wyoming,,nearest_same_state,182.31
p39,Pumped Storage Hydropower,Cheyenne,Wyoming,,nearest_same_state,182.31
p39,LandBasedWind,Cheyenne,Wyoming,0.98,nearest_same_state,182.31
p39,Onshore Wind Repowering/Retrofit,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,OffshoreWind,Cheyenne,Wyoming,,nearest_same_state,182.31
p39,UtilityPV,Cheyenne,Wyoming,1.0,nearest_same_state,182.31
p39,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Battery_,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p39,Utility-Scale Battery Storage,Cheyenne,Wyoming,0.99,nearest_same_state,182.31
p4,Coal_new,Spokane,Washington,1.07,nearest_same_state,153.51
p4,Coal_95%-CCS,Spokane,Washington,1.07,nearest_same_state,153.51
p4,Coal_99%-CCS,Spokane,Washington,1.07,nearest_same_state,153.51
p4,Coal_Retrofits_95%-CCS,Spokane,Washington,1.07,nearest_same_state,153.51
p4,Coal_Retrofits_90%-CCS,Spokane,Washington,1.07,nearest_same_state,153.51
p4,Combustion Turbine - Simple Cycle (Aeroderivative),Spokane,Washington,1.03,nearest_same_state,153.51
p4,NaturalGas_Combustion Turbine,Spokane,Washington,1.03,nearest_same_state,153.51
p4,NaturalGas_F-Frame CT,Spokane,Washington,1.03,nearest_same_state,153.51
p4,NaturalGas_Combined Cycle 2-on-1,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_F-Frame CC,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_H-Frame CC,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_Combined Cycle 1-on-1,Spokane,Washington,1.03,nearest_same_state,153.51
p4,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_F-Frame CC 95% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_H-Frame CC 95% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_F-Frame CC 97% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,NaturalGas_H-Frame CC 97% CCS,Spokane,Washington,1.04,nearest_same_state,153.51
p4,Biopower_Dedicated,Spokane,Washington,1.05,nearest_same_state,153.51
p4,Nuclear_Nuclear,Spokane,Washington,1.06,nearest_same_state,153.51
p4,Nuclear_Nuclear - Large,Spokane,Washington,1.06,nearest_same_state,153.51
p4,Nuclear_SMR,Spokane,Washington,1.04,nearest_same_state,153.51
p4,Nuclear_Nuclear - Small,Spokane,Washington,1.04,nearest_same_state,153.51
p4,Geothermal,Spokane,Washington,1.03,nearest_same_state,153.51
p4,Hydropower,Spokane,Washington,1.06,nearest_same_state,153.51
p4,Pumped Storage Hydropower,Spokane,Washington,1.06,nearest_same_state,153.51
p4,LandBasedWind,Spokane,Washington,1.04,nearest_same_state,153.51
p4,Onshore Wind Repowering/Retrofit,Spokane,Washington,1.03,nearest_same_state,153.51
p4,OffshoreWind,Spokane,Washington,1.04,nearest_same_state,153.51
p4,UtilityPV,Spokane,Washington,1.02,nearest_same_state,153.51
p4,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Spokane,Washington,1.02,nearest_same_state,153.51
p4,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Spokane,Washington,1.03,nearest_same_state,153.51
p4,Battery_,Spokane,Washington,1.03,nearest_same_state,153.51
p4,Utility-Scale Battery Storage,Spokane,Washington,1.03,nearest_same_state,153.51
p40,Coal_new,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Coal_95%-CCS,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Coal_99%-CCS,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Coal_Retrofits_95%-CCS,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Coal_Retrofits_90%-CCS,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Combustion Turbine - Simple Cycle (Aeroderivative),Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,NaturalGas_Combustion Turbine,Omaha,Nebraska,0.98,nearest_same_state,256.02
p40,NaturalGas_F-Frame CT,Omaha,Nebraska,0.98,nearest_same_state,256.02
p40,NaturalGas_Combined Cycle 2-on-1,Omaha,Nebraska,0.98,nearest_same_state,256.02
p40,NaturalGas_F-Frame CC,Omaha,Nebraska,0.98,nearest_same_state,256.02
p40,NaturalGas_H-Frame CC,Omaha,Nebraska,0.98,nearest_same_state,256.02
p40,NaturalGas_Combined Cycle 1-on-1,Omaha,Nebraska,0.98,nearest_same_state,256.02
p40,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_F-Frame CC 95% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_H-Frame CC 95% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_F-Frame CC 97% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,NaturalGas_H-Frame CC 97% CCS,Omaha,Nebraska,0.97,nearest_same_state,256.02
p40,Biopower_Dedicated,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Nuclear_Nuclear,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Nuclear_Nuclear - Large,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Nuclear_SMR,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Nuclear_Nuclear - Small,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Geothermal,Omaha,Nebraska,,nearest_same_state,256.02
p40,Hydropower,Omaha,Nebraska,,nearest_same_state,256.02
p40,Pumped Storage Hydropower,Omaha,Nebraska,,nearest_same_state,256.02
p40,LandBasedWind,Omaha,Nebraska,0.98,nearest_same_state,256.02
p40,Onshore Wind Repowering/Retrofit,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,OffshoreWind,Omaha,Nebraska,,nearest_same_state,256.02
p40,UtilityPV,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Omaha,Nebraska,0.99,nearest_same_state,256.02
p40,Battery_,Omaha,Nebraska,1.0,nearest_same_state,256.02
p40,Utility-Scale Battery Storage,Omaha,Nebraska,1.0,nearest_same_state,256.02
p41,Coal_new,Omaha,Nebraska,0.99,within,0.0
p41,Coal_95%-CCS,Omaha,Nebraska,0.99,within,0.0
p41,Coal_99%-CCS,Omaha,Nebraska,0.99,within,0.0
p41,Coal_Retrofits_95%-CCS,Omaha,Nebraska,0.99,within,0.0
p41,Coal_Retrofits_90%-CCS,Omaha,Nebraska,0.99,within,0.0
p41,Combustion Turbine - Simple Cycle (Aeroderivative),Omaha,Nebraska,0.99,within,0.0
p41,NaturalGas_Combustion Turbine,Omaha,Nebraska,0.98,within,0.0
p41,NaturalGas_F-Frame CT,Omaha,Nebraska,0.98,within,0.0
p41,NaturalGas_Combined Cycle 2-on-1,Omaha,Nebraska,0.98,within,0.0
p41,NaturalGas_F-Frame CC,Omaha,Nebraska,0.98,within,0.0
p41,NaturalGas_H-Frame CC,Omaha,Nebraska,0.98,within,0.0
p41,NaturalGas_Combined Cycle 1-on-1,Omaha,Nebraska,0.98,within,0.0
p41,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Omaha,Nebraska,0.97,within,0.0
